AVERAGE_YEAR,COUNTY,ELECTORAL_DIVISION,NUMBER_OF_HERDS,AVERAGE_NUMBER_CATTLE,AVERAGE_CATTLE_BEEF,AVERAGE_CATTLE_DAIRY,AVERAGE_CATTLE_AGE_0_3MTH,AVERAGE_CATTLE_AGE_3_6MTH,AVERAGE_CATTLE_AGE_6_12MTH,AVERAGE_CATTLE_AGE_12_18MTH,AVERAGE_CATTLE_AGE_18_24MTH,AVERAGE_CATTLE_AGE_24_36MTH,AVERAGE_CATTLE_AGE_36MTH_PLUS,,,,,,
2020,CORK,TEMPLEMOLAGA,39,3351.5,1323,2028.5,302,272.25,523.5,406.5,366.25,365.75,1115.25,,,,,,
2020,CORK,TEMPLENACARRIGA,25,2195.25,1029.25,1166,216.25,251.75,421.75,239.5,243,285.5,537.5,,,,,,
2020,CORK,TEMPLEOMALUS,34,4097,1095.75,3001.25,361.75,259.25,496.5,445,374.5,414,1746,,,,,,
2020,CORK,TIMOLEAGUE,28,3070,865.5,2204.5,247.5,192,368,282.25,264.25,413.5,1302.5,,,,,,
2020,CORK,TINCOORA,30,2573.75,1528.25,1045.5,182.75,198.25,400.25,373.5,342,313.5,763.5,,,,,,
2020,CORK,TOORMORE,21,658.75,431,227.75,53.25,56.5,107.5,65.25,46.25,51.25,278.75,,,,,,
2020,CORK,TULLAGH,31,918.75,721.75,197,69.25,92.5,170.5,111,106,105.5,264,,,,,,
2020,CORK,TULLYLEASE,55,4998.75,2000,2998.75,412.75,337,686,537.25,424.5,567.5,2033.75,,,,,,
2020,CORK,ULLANES,52,2716.25,1637.5,1078.75,212.25,202.75,415,376.5,315.5,328,866.25,,,,,,
2020,CORK,WALLSTOWN,15,944,660.5,283.5,75.75,78,137,126.5,106.25,95,325.5,,,,,,
2020,CORK,WARRENSCOURT,44,5827.5,1468.75,4358.75,448.75,403,766,766.75,730.25,765.5,1947.25,,,,,,
2020,CORK,WATERGRASSHILL,58,6891.25,3145.25,3746,587,618.75,1206.75,1072,921,678.5,1807.25,,,,,,
2020,CORK,WHIDDY,5,206,200.5,5.5,25.75,29.5,35,18.75,9,20.75,67.25,,,,,,
2020,CORK,WHITECHURCH,39,5749,1492,4257,431.25,379,738,716.75,664.75,805.75,2013.5,,,,,,
2020,CORK,WOODFORT,40,3658,1188.75,2469.25,305.5,214,419.5,359,296,500.75,1563.25,,,,,,
2020,CORK,YOUGHAL,22,2188.75,669.25,1519.5,162,153,300.75,285.5,223,259.25,805.25,,,,,,
2020,DONEGAL,ALTNAPASTE,90,493.25,394.25,99,55.75,90.75,122.25,61,23.25,22.75,117.5,,,,,,
2020,DONEGAL,ANNAGARY,34,304,303,1,30,29.75,46.25,21.75,16.25,31.5,128.5,,,,,,
2020,DONEGAL,ARAN,41,3.5,3.5,0,0.5,0.5,0.25,0,0,0,2.25,,,,,,
2020,DONEGAL,ARDARA,92,428,426.75,1.25,40.5,41.5,53.5,33.75,28,63.5,167.25,,,,,,
2020,DONEGAL,ARDMALIN,92,1721.75,1546.25,175.5,171.75,169.5,293,207,140,156.75,583.75,,,,,,
2020,DONEGAL,ARDS,44,681.75,621.25,60.5,66.5,71.25,106,61.5,42.5,60.25,273.75,,,,,,
2020,DONEGAL,BALLINTRA (DONEGAL),151,3763.75,3263.75,500,308.25,289.75,577.75,490.75,372.75,417.75,1306.75,,,,,,
2020,DONEGAL,BALLYARR,34,708,678,30,47.75,61,128.25,115.75,114.5,68.75,172,,,,,,
2020,DONEGAL,BALLYLIFFIN,83,1045,968.25,76.75,102.5,100.25,191.75,130.25,98.5,97.25,324.5,,,,,,
2020,DONEGAL,BALLYMACOOL,44,877.75,805.5,72.25,54.25,67.5,176,154.75,116.25,83,226,,,,,,
2020,DONEGAL,BALLYSHANNON,130,3902,3689.75,212.25,342,362.75,683.5,452.5,306,357.5,1397.75,,,,,,
2020,DONEGAL,BINBANE,62,170.5,170.25,0.25,15.75,16.5,28.75,14.75,8.25,9.75,76.75,,,,,,
2020,DONEGAL,BIRDSTOWN,70,1629,1347.75,281.25,124,139.5,320.75,304,224.5,136,380.25,,,,,,
2020,DONEGAL,BONNYGLEN,47,181.75,180.75,1,18.5,21,18,12.5,13,13.5,85.25,,,,,,
2020,DONEGAL,BUNCRANA,103,1435.25,1378.25,57,118.5,133.75,257.75,218,164,131.25,412,,,,,,
2020,DONEGAL,BUNDORAN,52,1038.5,902.5,136,100.25,92.75,163.5,87.75,65.5,89.75,439,,,,,,
2020,DONEGAL,BURT,56,1760.75,1442,318.75,108.75,134.25,277.5,344.25,351.25,210,334.75,,,,,,
2020,DONEGAL,CARNDONAGH,116,1415.5,1322.5,93,130.5,136.5,274,194.5,112.5,128.25,439.25,,,,,,
2020,DONEGAL,CARRICKART,66,984.25,980,4.25,99.25,105.75,178,103.75,55.25,78,364.25,,,,,,
2020,DONEGAL,CARRICKBOY,44,1099.5,1049.5,50,98.25,98.5,173,117.25,83.75,96,432.75,,,,,,
2020,DONEGAL,CARROWKEEL,59,2133,1879.25,253.75,142,146.75,302.5,374.75,350.5,204.75,611.75,,,,,,
2020,DONEGAL,CARTHAGE,66,662.5,629.5,33,46.25,50.25,106.5,117.5,86.5,55.25,200.25,,,,,,
2020,DONEGAL,CASTLECARY,43,1440.5,957,483.5,96.25,98.75,267.5,312.5,170.25,90.5,404.75,,,,,,
2020,DONEGAL,CASTLEFINN,66,6190,3872,2318,383.75,382,1222.5,1324.25,824.75,605.5,1447.25,,,,,,
2020,DONEGAL,CASTLEFORWARD,27,2738,1691.75,1046.25,216.5,206.5,423,600.25,626.5,339.75,325.5,,,,,,
2020,DONEGAL,CASTLEWRAY,42,2164,1081,1083,164,151.75,372.75,356.5,213.75,197.75,707.5,,,,,,
2020,DONEGAL,CAVANGARDEN,67,1615.25,1527,88.25,134,134,227.75,165,128,166.75,659.75,,,,,,
2020,DONEGAL,CHURCH HILL,65,614,588.75,25.25,60.5,68,92.25,44,43,58.75,247.5,,,,,,
2020,DONEGAL,CLIFF,28,372.5,366,6.5,31,33.75,56,48.75,30.5,31,141.5,,,,,,
2020,DONEGAL,CLOGHAN,183,2072.25,1294.5,777.5,207.5,152.25,265,198.5,115.75,164.25,969,,,,,,
2020,DONEGAL,CLOGHARD,56,3606.5,1641.75,1964.75,276,251.5,514.25,506.5,473.75,398,1186.5,,,,,,
2020,DONEGAL,CLOGHER,54,433.75,428.5,5.25,36,36.5,91,64.25,33.25,26.25,146.5,,,,,,
2020,DONEGAL,CLONLEIGH NORTH,62,4210,2130.5,2079.5,297.25,261.5,636,809.75,600,461.25,1144.25,,,,,,
2020,DONEGAL,CLONLEIGH SOUTH,45,3258.25,1793.75,1464.5,214.75,192.25,351.25,401.25,431.75,487.25,1179.75,,,,,,
2020,DONEGAL,CONVOY,134,4359,2449.5,1909.5,355.25,342.25,761,664.25,428,409.5,1398.75,,,,,,
2020,DONEGAL,CORKERMORE,39,311.75,311,0.75,33.25,31.5,48.75,17.5,10,20.75,150,,,,,,
2020,DONEGAL,CORRAVADDY,52,813.5,635.5,178,68.75,70.5,148,113,90.5,94.5,228.25,,,,,,
2020,DONEGAL,CRANFORD,86,1047.5,973.5,74,99.5,108.5,181.25,131.5,68.25,69.25,389.25,,,,,,
2020,DONEGAL,CREENASMEAR,55,538.75,536.75,2,49,50,78,41.25,31,42.25,247.25,,,,,,
2020,DONEGAL,CREESLOUGH,70,590,588.5,1.5,54,52.75,81.25,54.5,38.5,59.25,249.75,,,,,,
2020,DONEGAL,CROSS ROADS,166,995.5,988.75,6.75,110.75,112.25,154,68.25,50.5,86.5,413.25,,,,,,
2020,DONEGAL,CROVEHY,36,18.25,18.25,0,1.75,1.5,2.25,0.25,0.25,0.75,11.5,,,,,,
2020,DONEGAL,CROWKEERAGH,44,9.75,9.75,0,1.25,1,1.5,1,0.5,0.25,4.25,,,,,,
2020,DONEGAL,CROWNARAD,14,21.25,21.25,0,2,2,2.25,2.25,2.25,2.5,8,,,,,,
2020,DONEGAL,CULDAFF,83,2403.75,1876.25,527.5,193,176.75,367.75,324.25,268,254.75,819.25,,,,,,
2020,DONEGAL,DAWROS,73,844.5,840.5,4,87,89.5,98.25,41,32.25,67.5,429,,,,,,
2020,DONEGAL,DESERTEGNY,85,904.25,904,0.25,81.75,81.75,156.5,129.75,84,79.5,291,,,,,,
2020,DONEGAL,DOE CASTLE,26,313,311.75,1.25,34.5,33,34,28,20.5,30.25,132.75,,,,,,
2020,DONEGAL,DONEGAL,83,1082,1050.75,31.25,96.75,96.25,169.5,105.5,93.75,105.75,414.5,,,,,,
2020,DONEGAL,DONEGAL DED < 5 HERDS,1,2,2,0,0,0,0,0,0,0,2,,,,,,
2020,DONEGAL,DOOCHARY,29,77,77,0,6.25,7.25,8.75,5,2.75,7.5,39.5,,,,,,
2020,DONEGAL,DOOISH,54,581.25,566.25,15,45.5,46.25,84.25,76.75,60.75,53,214.75,,,,,,
2020,DONEGAL,DUNAFF,66,541.5,541.5,0,48.75,49.5,98.5,75.25,35.25,38.5,195.75,,,,,,
2020,DONEGAL,DUNFANAGHY,95,1223,915.75,307.25,124.75,110.5,156,89.75,66.5,107.5,568,,,,,,
2020,DONEGAL,DUNGLOW,53,241.25,241.25,0,27.5,25.5,29.25,14.75,12.5,35,96.75,,,,,,
2020,DONEGAL,DUNKINEELY,53,629.25,625.25,4,50.25,49.5,112.5,101,58,51.25,206.75,,,,,,
2020,DONEGAL,DUNLEWY,49,80,79.25,0.75,5.5,7.75,18.5,6.5,2.75,3.25,35.75,,,,,,
2020,DONEGAL,EANYMORE,84,474.75,470.25,4.5,52,50.5,74.5,28.5,18.25,30,221,,,,,,
2020,DONEGAL,EDENACARNAN,72,1490.5,1355.75,134.75,121.25,123,241.5,208.75,128,129.5,538.5,,,,,,
2020,DONEGAL,FAHAN,57,1950,919.25,1030.75,184.75,140.5,267,199,173.5,253.25,732,,,,,,
2020,DONEGAL,FANAD NORTH,87,1523.5,1496.75,26.75,156.25,170.25,263.75,136.5,95.5,95.75,605.5,,,,,,
2020,DONEGAL,FANAD WEST,95,2404,1995.5,408.5,222.75,228.25,376.75,306,229,212.5,828.75,,,,,,
2020,DONEGAL,FEDDYGLASS,41,3976.25,1764.5,2211.75,251.5,248,838.5,759.25,421.5,348.25,1109.25,,,,,,
2020,DONEGAL,FIGART,72,2014.5,1216.5,798,165.25,166.5,453.25,338,263.25,175.75,452.5,,,,,,
2020,DONEGAL,FINTOWN,53,193.25,193.25,0,18.5,20,28.75,12.5,9,16.5,88,,,,,,
2020,DONEGAL,GARTAN,21,144.25,142.5,1.75,14,12.75,16,21.5,12,11.25,56.75,,,,,,
2020,DONEGAL,GLEN,28,228,228,0,25.75,26,28.5,14.25,11.25,14.25,108,,,,,,
2020,DONEGAL,GLENALLA,48,969.75,825.25,144.5,79,70.5,128.5,107.5,89,118.75,376.5,,,,,,
2020,DONEGAL,GLENCOLUMBKILLE,83,54.75,53.75,1,5,5.25,8.5,3.25,1.75,1.75,29.25,,,,,,
2020,DONEGAL,GLENEELY,152,3668.5,2170,1498.5,276.75,251.25,621.75,579.75,473,432,1034,,,,,,
2020,DONEGAL,GLENEELY (CULDAFF),83,2225.75,2033.25,192.5,178.5,199.5,418.5,402.75,276,203.5,547,,,,,,
2020,DONEGAL,GLENGESH,95,725.5,721.75,3.75,72,73,105.75,59.5,44.5,57.5,313.25,,,,,,
2020,DONEGAL,GLENLEHEEN,53,117,117,0,9,8.75,18,19,9.75,11,41.5,,,,,,
2020,DONEGAL,GLENNAGANNON,37,1149,838.5,310.5,73.25,78.5,205.5,272.25,122.5,101,296,,,,,,
2020,DONEGAL,GLENTIES,119,498.5,497.75,0.75,48.25,48.25,63.25,40.25,25,40.75,232.75,,,,,,
2020,DONEGAL,GLENTOGHER,52,424,420.5,3.5,41,39,73.5,53.5,31.75,27.75,157.5,,,,,,
2020,DONEGAL,GOLAND,36,350.75,348,2.75,35.75,39.75,55.75,31.25,20.25,35.5,132.5,,,,,,
2020,DONEGAL,GORTAHORK,110,397,341.25,55.75,35.5,33,52.25,28,22.25,54.75,171.25,,,,,,
2020,DONEGAL,GORTNAVERN,37,1322.5,854.25,468.25,121.25,120.25,212,193.25,148.75,116,411,,,,,,
2020,DONEGAL,GRAFFY,73,84.75,84.75,0,8,8.25,10.25,5.5,5.5,10.75,36.5,,,,,,
2020,DONEGAL,GREENCASTLE,50,878.25,410,468.25,64.75,65.25,155.5,137.75,100,110.5,244.5,,,,,,
2020,DONEGAL,GREENFORT,43,918.25,915.75,2.5,104.25,107.5,162,59,36.75,62.5,386.25,,,,,,
2020,DONEGAL,GROUSEHALL,34,797.25,766.5,30.75,75.75,81,143.75,90.75,51.75,37.5,316.75,,,,,,
2020,DONEGAL,HAUGH,43,302.25,275.75,26.5,21.5,20.25,41,59,49.25,26.75,84.5,,,,,,
2020,DONEGAL,ILLIES,104,1103.25,1091.75,11.5,67.5,84.75,287,168.25,129.5,117,249.25,,,,,,
2020,DONEGAL,INCH ISLAND,17,408,284.5,123.5,24.25,16.25,39,57,96,78.5,97,,,,,,
2020,DONEGAL,INISHKEEL,52,9.25,9.25,0,0.5,0.75,1,1.25,1,1.25,3.5,,,,,,
2020,DONEGAL,INVER,71,518.75,518.5,0.25,54.25,55.5,75.75,28.25,19,38.75,247.25,,,,,,
2020,DONEGAL,KILCAR,59,83.5,83.5,0,10.25,11,9.75,2.25,2.5,7.25,40.5,,,,,,
2020,DONEGAL,KILDERRY,57,2837.75,1586.75,1251,235.25,208.75,419.75,403,320.75,296,954.25,,,,,,
2020,DONEGAL,KILGOLY,86,105.25,105.25,0,11.5,12,15.75,4.75,3.75,3.5,54,,,,,,
2020,DONEGAL,KILLEA,48,3429.25,2046,1383.25,210.5,239.75,732.75,747.25,528.25,317.5,653.25,,,,,,
2020,DONEGAL,KILLYBEGS,77,566.75,562,4.75,52.75,53.5,75.5,46.75,36.5,52.5,249.25,,,,,,
2020,DONEGAL,KILLYGARVAN,19,341,338.25,2.75,33,35,58,24.5,25,27,138.5,,,,,,
2020,DONEGAL,KILLYGORDON,67,4701.75,2007.25,2694.5,334.75,314.75,665.5,723,607,483,1573.75,,,,,,
2020,DONEGAL,KILLYMASNY,45,1033.75,619.5,414.25,99.75,94.25,177.5,115,91.75,88,367.5,,,,,,
2020,DONEGAL,KILMACRENAN,67,1001.5,913.75,87.75,87.75,87.5,155,135.5,107.5,94.25,334,,,,,,
2020,DONEGAL,KINCRAIGY,112,4865.25,3085,1780,399.75,478.5,1136.75,1028.75,718,297.5,806,,,,,,
2020,DONEGAL,KNOCK,67,1148.75,1118,30.75,101,104,206.75,190.5,114.5,114.75,317.25,,,,,,
2020,DONEGAL,KNOCKALLA,40,792.75,714.25,78.5,78,78,134.5,63.5,37,67.5,334.25,,,,,,
2020,DONEGAL,LAGHY,66,722.5,659,63.5,70,73,102.75,63.75,48.5,70.75,293.75,,,,,,
2020,DONEGAL,LARGYMORE,52,136.5,136.25,0.25,14.5,14.25,13,7.5,9.25,15.25,62.75,,,,,,
2020,DONEGAL,LETTERKENNY,20,833.5,460.5,373,82.5,71.25,140,104.5,69.5,71,294.75,,,,,,
2020,DONEGAL,LETTERMACAWARD,74,486.25,485.5,0.75,51,51.5,59.25,41,30.75,34.5,218.25,,,,,,
2020,DONEGAL,LETTERMORE,61,1206.75,876.25,330.5,109.75,118,221,204.75,130,96,327.25,,,,,,
2020,DONEGAL,LOUGH EASK,24,252.75,252.75,0,24,28.5,46.75,16,11.75,20.25,105.5,,,,,,
2020,DONEGAL,LOUGHKEEL,50,968.5,862.25,106.25,60,64,167.25,157.5,99.25,77.5,343,,,,,,
2020,DONEGAL,MAAS,42,252,251,1,26.75,26.75,36.75,24.75,21.25,16.75,99,,,,,,
2020,DONEGAL,MAGHERABOY,87,3199,2626.25,572.75,239.75,297.25,676.5,669.25,485,237.75,593.5,,,,,,
2020,DONEGAL,MAGHERACLOGHER,82,264,263,1,19.5,23,44.25,29.75,17.75,22.75,107,,,,,,
2020,DONEGAL,MAGHERY,41,289.75,289.75,0,30.5,30,29.75,16.25,18.75,27,137.5,,,,,,
2020,DONEGAL,MALIN,81,1582.25,1338,244.25,131.25,133.5,250,173,110.75,138,645.75,,,,,,
2020,DONEGAL,MALINBEG,63,46,46,0,9.5,9.25,8.75,1,2,0.75,14.75,,,,,,
2020,DONEGAL,MANORCUNNINGHAM,48,2614.25,1489.75,1124.5,235.75,291.5,591.25,434.5,370.75,223.25,467.25,,,,,,
2020,DONEGAL,MEENACLADY,57,89,88,1,10,11.25,15.25,7,6,8.25,31.25,,,,,,
2020,DONEGAL,MEENCARGAGH,20,53,52,1,4.5,5,6.5,3.25,4.5,8.5,20.75,,,,,,
2020,DONEGAL,MILLFORD,62,863,736.75,126.25,68.25,69.5,146.5,130.5,73.5,73.75,301,,,,,,
2020,DONEGAL,MINTIAGHS,79,630.75,585.5,45.25,46.5,52.25,98.5,85.75,74,51.75,222,,,,,,
2020,DONEGAL,MOVILLE,58,1418.5,1178.25,240.25,100.75,95.75,228.75,262.25,194.25,171.5,365.25,,,,,,
2020,DONEGAL,MULMOSOG,43,83.5,83.5,0,6.75,6,11,12.25,9.25,10.75,27.5,,,,,,
2020,DONEGAL,NEWTOWN CUNNINGHAM,43,4641.5,3108.5,1533,190.25,261.5,882.5,994,603.25,596,1114,,,,,,
2020,DONEGAL,PETTIGOE,97,1207,1140,67,106,121,191.75,89,59.75,104,535.5,,,,,,
2020,DONEGAL,RAPHOE,49,2130.75,1678.5,452.25,118.5,131.5,439.75,605.25,310.5,179.5,345.75,,,,,,
2020,DONEGAL,RATHMELTON,88,4743.5,2906.25,1837.25,340,286,581,685,557,628.75,1665.75,,,,,,
2020,DONEGAL,RATHMULLAN,35,976.25,666.75,309.5,83,81.75,172.75,127.25,84.25,63,364.25,,,,,,
2020,DONEGAL,REDCASTLE,60,845.25,690,155.25,75.25,69.25,144.5,119.5,97.75,99.75,239.25,,,,,,
2020,DONEGAL,ROSGUILL,53,500.25,480.5,19.75,55.25,61.5,88.5,33,14.5,29.25,218.25,,,,,,
2020,DONEGAL,ROSNAKILL,46,1871,1431.25,439.75,178,181.75,336.5,229.75,115.5,134,695.5,,,,,,
2020,DONEGAL,RUTLAND,25,188.75,188,0.75,24.5,23,23.75,9.5,7.5,19.25,81.25,,,,,,
2020,DONEGAL,SEACOR,27,129.5,126.25,3.25,16.5,15.75,17,7,5.25,5.5,62.5,,,,,,
2020,DONEGAL,ST. JOHNSTOWN,46,3630.25,1887.5,1742.75,243.5,234.75,582.75,653,566.25,369,981,,,,,,
2020,DONEGAL,STRAID,112,980.75,976,4.75,93.25,100.75,175.5,112,54.75,73.75,370.75,,,,,,
2020,DONEGAL,STRANORLAR,105,1836.25,1503.5,332.75,133,150,327.5,276.75,302.75,237.25,409,,,,,,
2020,DONEGAL,TANTALLON,116,1925.5,1913.25,12.25,168.25,177.5,335.5,228.5,155,131,729.75,,,,,,
2020,DONEGAL,TAWNAWULLY,35,304.5,304.5,0,30.25,29.75,44.25,23.75,19.75,30.75,126,,,,,,
2020,DONEGAL,TEMPLECARN,41,471.25,460,11.25,43,45.25,77.25,62.25,51.75,58.5,133.25,,,,,,
2020,DONEGAL,TEMPLEDOUGLAS,103,2057.5,1855.25,202.25,176.5,183.25,354,275.75,163,152.75,752.25,,,,,,
2020,DONEGAL,TERMON,88,1154.5,1150,4.5,109,115.75,204.25,108,60.75,87.5,469.25,,,,,,
2020,DONEGAL,THREE TREES,29,586,428.75,157.25,43.25,53.75,112.75,122.5,108,67.25,78.5,,,,,,
2020,DONEGAL,TIEVESKEELTA,17,65,65,0,7.5,6.25,10,5,3.25,4.75,28.25,,,,,,
2020,DONEGAL,TREANTAGHMUCKLAGH,68,3339.5,1727.75,1611.75,277,245.75,503.75,505.25,364.5,285.5,1157.75,,,,,,
2020,DONEGAL,TULLYNAUGHT,80,1187.25,1062.5,124.75,114,121.25,238.75,146,105.5,96.75,365,,,,,,
2020,DONEGAL,TURMONE,61,924.5,893.5,31,76,88.75,162.25,107.75,79.25,89.75,320.75,,,,,,
2020,DONEGAL,URNEY WEST,53,2666.25,1624.25,1041,177,166.75,363.75,371.5,350.5,265,971.75,,,,,,
2020,DONEGAL,WHITECASTLE,74,1319.25,881.25,438,103.5,106.25,197.25,168.75,145.25,152.25,446,,,,,,
2020,DUBLIN,BALBRIGGAN,13,298.75,290.25,8.5,14,17.75,73.5,88,39.25,17.25,49,,,,,,
2020,DUBLIN,BALLYBOGHIL,16,706,359.25,346.75,48.25,51.5,97.5,115.25,87.5,80.75,225.25,,,,,,
2020,DUBLIN,BALSCADDEN,9,221,105,116,14.5,15.5,22.25,16,21,32,99.75,,,,,,
2020,DUBLIN,BLANCHARDSTOWN,6,228.25,225.75,2.5,1.5,1.5,10.75,39.75,66.25,97.75,10.75,,,,,,
2020,DUBLIN,CASTLEKNOCK,5,182,151.25,30.75,2,3.25,13.5,58.25,39.5,29.5,36,,,,,,
2020,DUBLIN,CLONMETHAN,15,265,239.75,25.25,4.5,21,45,53.5,58,60.5,22.5,,,,,,
2020,DUBLIN,DONABATE,9,346.25,217.75,128.5,26,27,59,58.5,41.75,28.25,105.75,,,,,,
2020,DUBLIN,DUBLIN DED < 5 HERDS,23,794.25,539.5,254.75,50.5,52.75,119.75,141,107.25,111.5,211.5,,,,,,
2020,DUBLIN,FINGLAS,20,1898.5,1141.5,757,109.75,114.5,243.75,272,250.5,316.25,591.75,,,,,,
2020,DUBLIN,GARRISTOWN,34,2594,1976.5,617.5,159.25,160.25,315.75,370,362.5,306.25,920,,,,,,
2020,DUBLIN,GLENCULLEN,32,415.75,408.75,7,29,30.25,55.75,53.75,54.25,56.75,136,,,,,,
2020,DUBLIN,HOLLYWOOD,39,2052,1688.25,363.75,122,198.25,415.5,334,340.5,309.75,332,,,,,,
2020,DUBLIN,HOLMPATRICK,9,286.25,286.25,0,23,24,48.75,37.75,30.25,28.5,94,,,,,,
2020,DUBLIN,KILSALLAGHAN,20,785.75,586.75,199,50,51.5,109.25,114.5,100.5,104.25,255.75,,,,,,
2020,DUBLIN,LUCAN,6,72.75,69.75,3,0.25,2.75,4.25,8,22.25,35,0.25,,,,,,
2020,DUBLIN,LUSK,30,1903.75,1683.75,220,118,136.75,281.75,298,385.75,289,394.5,,,,,,
2020,DUBLIN,NEWCASTLE,21,1745.5,1176.75,568.75,99.75,99.5,241.25,299.5,352.75,318.5,334.25,,,,,,
2020,DUBLIN,RATHCOOLE,18,554,522.75,31.25,30.25,37,78.5,104.5,108,117.25,78.5,,,,,,
2020,DUBLIN,RATHMICHAEL,11,661.25,391,270.25,55.5,78.5,182.5,116.75,70.75,44.5,112.75,,,,,,
2020,DUBLIN,SAGGART,25,1166,1135,31,95.25,97.75,199.75,156.75,119.5,132.5,364.5,,,,,,
2020,DUBLIN,SWORDS WEST,18,2122.25,1159.75,962.5,154,169.25,344.75,324.75,282.75,272,574.75,,,,,,
2020,DUBLIN,TALLAGHT,77,2078,1398.5,679.5,157,200,329.75,221.25,211.75,236.5,721.75,,,,,,
2020,DUBLIN,WHITECHURCH,23,292.75,284,8.75,19.25,18,38,52.5,48.5,36.75,79.75,,,,,,
2020,GALWAY,ABBEY EAST,62,2045.75,1721,324.75,151.75,165.5,312.25,305.75,297.25,289.5,523.75,,,,,,
2020,GALWAY,ABBEY WEST,52,2028.5,1743.25,285.25,145.25,154.5,268,281.25,283.25,339,557.25,,,,,,
2020,GALWAY,ABBEYGORMACAN,67,3170.25,2763.75,406.5,238,232,449.75,430,404,423.75,992.75,,,,,,
2020,GALWAY,ABBEYVILLE,39,2997,1844,1153,272.5,252.75,455.5,333.75,271.5,286,1125,,,,,,
2020,GALWAY,ADDERGOOLE,91,3185.25,2674.5,510.75,284,294.5,555.75,429,356.75,344,921.25,,,,,,
2020,GALWAY,AHASCRAGH,65,3474,2679,795,242,287.75,607.5,591.75,550.25,502.75,692,,,,,,
2020,GALWAY,AILLE,43,1318,1308.5,9.5,88.25,99,182.75,178.75,183.25,187.25,398.75,,,,,,
2020,GALWAY,ANNAGH,62,2086,1725,361,146,173.25,365.5,351.5,274.5,233.25,542,,,,,,
2020,GALWAY,ANNAGHDOWN,88,2792,2499.75,292.25,184.25,209.25,478.75,423.5,375.5,352.5,768.25,,,,,,
2020,GALWAY,ANNAGHDOWN (TURLOUGHMORE),103,2605.75,2204.25,401.5,193.5,205,394.75,356.5,320.75,299.75,835.5,,,,,,
2020,GALWAY,ARDAMULLIVAN,88,2876.5,2564.5,312,258.5,262,369.75,251,212.5,286.25,1236.5,,,,,,
2020,GALWAY,ARDRAHAN,28,1010.25,928.75,81.5,82.75,95.75,174.25,161.25,129.25,115.5,251.5,,,,,,
2020,GALWAY,ATHENRY,72,3383.25,2803.75,579.5,230.25,285.5,569,528.25,475.75,409,885.5,,,,,,
2020,GALWAY,AUGHRIM (Athenry),78,4400.75,3483,917.75,351.25,357.75,692,604,469.5,516.25,1410,,,,,,
2020,GALWAY,Aughrim,70,2917.75,2666,251.75,201.75,218,470.5,423.5,391.75,403.5,808.75,,,,,,
2020,GALWAY,BALLINAKILL,44,319.25,318.25,1,35.5,36.25,40.75,16.75,9.75,16.25,164,,,,,,
2020,GALWAY,BALLINAKILL (Glynsk),65,1831.25,1770.75,60.5,112.5,119.25,278.25,356.75,305.75,243.5,415.25,,,,,,
2020,GALWAY,BALLINAKILL(Newbridge),96,2695.75,2315,380.75,196.5,232.75,528.75,577.75,406.75,206.25,547,,,,,,
2020,GALWAY,BALLINASLOE,65,3328,2404.25,923.75,214,233.75,511.5,431,426.25,553.25,958.25,,,,,,
2020,GALWAY,BALLINASTACK,41,1814,1544.5,269.5,137.25,154.25,321.5,218.25,179.75,204.5,598.5,,,,,,
2020,GALWAY,BALLINDERRY,22,788.75,778.5,10.25,67.25,74.25,119,78.25,97.5,120,232.5,,,,,,
2020,GALWAY,BALLINDUFF,37,1095.5,1087.5,8,73.75,85,180.5,131.75,152.25,170.75,301.5,,,,,,
2020,GALWAY,BALLINTEMPLE,49,2141.25,1854.25,287,116.75,134,334.25,340.75,337.25,333.25,545,,,,,,
2020,GALWAY,BALLYCAHALAN,36,1375.5,1132.25,243.25,109,117.75,229.25,168.75,156.75,140.5,453.5,,,,,,
2020,GALWAY,BALLYGLASS,31,1561.75,1250.25,311.5,131,147.25,294.25,248.25,175.5,148.25,417.25,,,,,,
2020,GALWAY,BALLYMACWARD,44,1517.75,1428,89.75,98.25,102.75,257,272.75,224.75,166,396.25,,,,,,
2020,GALWAY,BALLYMOE,47,2117.25,1439.25,678,190.25,164.75,292.75,237.75,189.5,214.5,827.75,,,,,,
2020,GALWAY,BALLYNACOURTY,56,1440,1195.25,244.75,89.75,115.5,287,216.25,149.5,172.5,409.5,,,,,,
2020,GALWAY,BALLYNAGAR,34,985.25,791,194.25,62,65.25,148.75,167.5,126,138.5,277.25,,,,,,
2020,GALWAY,BALLYNAPARK,76,2583.25,2392,191.25,191.5,220.5,400.5,408.25,356.25,366,640.25,,,,,,
2020,GALWAY,BARNA,58,1625.25,1452.75,172.5,126.5,126,247,201,153,153.5,618.25,,,,,,
2020,GALWAY,BEAGH,75,2654.5,2543,111.5,252,272,377,270.5,234,279,970,,,,,,
2020,GALWAY,BEAGHMORE,32,1335.75,1114.25,221.5,105.75,123.5,208.25,166.25,181.75,174,376.25,,,,,,
2020,GALWAY,BELCLARE,87,2359.75,2307.5,52.25,158.75,185.75,395.75,393.25,342.25,296.25,587.75,,,,,,
2020,GALWAY,BELLEVILLE,50,2027.75,1737.75,290,162.5,157.5,305.25,240.25,243,281,638.25,,,,,,
2020,GALWAY,BENCOR,35,154,154,0,15.5,14,13,12.75,7,18.75,73,,,,,,
