STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,201405,2014 May,1,All Milk,Million Litres,42.2
AKM02,Milk Sales (Dairy) for Human Consumption,201405,2014 May,12,Whole Milk,Million Litres,24.9
AKM02,Milk Sales (Dairy) for Human Consumption,201405,2014 May,13,Skimmed and Semi-skimmed milk,Million Litres,17.4
AKM02,Milk Sales (Dairy) for Human Consumption,201405,2014 May,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201405,2014 May,15,Semi-skimmed milk,Million Litres,15.5
AKM02,Milk Sales (Dairy) for Human Consumption,201406,2014 June,1,All Milk,Million Litres,40.5
AKM02,Milk Sales (Dairy) for Human Consumption,201406,2014 June,12,Whole Milk,Million Litres,24.3
AKM02,Milk Sales (Dairy) for Human Consumption,201406,2014 June,13,Skimmed and Semi-skimmed milk,Million Litres,16.2
AKM02,Milk Sales (Dairy) for Human Consumption,201406,2014 June,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201406,2014 June,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,201407,2014 July,1,All Milk,Million Litres,39.8
AKM02,Milk Sales (Dairy) for Human Consumption,201407,2014 July,12,Whole Milk,Million Litres,23.3
AKM02,Milk Sales (Dairy) for Human Consumption,201407,2014 July,13,Skimmed and Semi-skimmed milk,Million Litres,16.5
AKM02,Milk Sales (Dairy) for Human Consumption,201407,2014 July,14,Skimmed Milk,Million Litres,2.1
AKM02,Milk Sales (Dairy) for Human Consumption,201407,2014 July,15,Semi-skimmed milk,Million Litres,14.4
AKM02,Milk Sales (Dairy) for Human Consumption,201408,2014 August,1,All Milk,Million Litres,39.2
AKM02,Milk Sales (Dairy) for Human Consumption,201408,2014 August,12,Whole Milk,Million Litres,23.2
AKM02,Milk Sales (Dairy) for Human Consumption,201408,2014 August,13,Skimmed and Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201408,2014 August,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201408,2014 August,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,201409,2014 September,1,All Milk,Million Litres,39.2
AKM02,Milk Sales (Dairy) for Human Consumption,201409,2014 September,12,Whole Milk,Million Litres,23.2
AKM02,Milk Sales (Dairy) for Human Consumption,201409,2014 September,13,Skimmed and Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201409,2014 September,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201409,2014 September,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,201410,2014 October,1,All Milk,Million Litres,40.1
AKM02,Milk Sales (Dairy) for Human Consumption,201410,2014 October,12,Whole Milk,Million Litres,23.6
AKM02,Milk Sales (Dairy) for Human Consumption,201410,2014 October,13,Skimmed and Semi-skimmed milk,Million Litres,16.5
AKM02,Milk Sales (Dairy) for Human Consumption,201410,2014 October,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201410,2014 October,15,Semi-skimmed milk,Million Litres,14.8
AKM02,Milk Sales (Dairy) for Human Consumption,201411,2014 November,1,All Milk,Million Litres,41.2
AKM02,Milk Sales (Dairy) for Human Consumption,201411,2014 November,12,Whole Milk,Million Litres,24.2
AKM02,Milk Sales (Dairy) for Human Consumption,201411,2014 November,13,Skimmed and Semi-skimmed milk,Million Litres,17.1
AKM02,Milk Sales (Dairy) for Human Consumption,201411,2014 November,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201411,2014 November,15,Semi-skimmed milk,Million Litres,15.4
AKM02,Milk Sales (Dairy) for Human Consumption,201412,2014 December,1,All Milk,Million Litres,42
AKM02,Milk Sales (Dairy) for Human Consumption,201412,2014 December,12,Whole Milk,Million Litres,24.9
AKM02,Milk Sales (Dairy) for Human Consumption,201412,2014 December,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201412,2014 December,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,201412,2014 December,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201501,2015 January,1,All Milk,Million Litres,42.9
AKM02,Milk Sales (Dairy) for Human Consumption,201501,2015 January,12,Whole Milk,Million Litres,25
AKM02,Milk Sales (Dairy) for Human Consumption,201501,2015 January,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201501,2015 January,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201501,2015 January,15,Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201502,2015 February,1,All Milk,Million Litres,38.7
AKM02,Milk Sales (Dairy) for Human Consumption,201502,2015 February,12,Whole Milk,Million Litres,22.7
AKM02,Milk Sales (Dairy) for Human Consumption,201502,2015 February,13,Skimmed and Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201502,2015 February,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201502,2015 February,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,201503,2015 March,1,All Milk,Million Litres,45.3
AKM02,Milk Sales (Dairy) for Human Consumption,201503,2015 March,12,Whole Milk,Million Litres,26.6
AKM02,Milk Sales (Dairy) for Human Consumption,201503,2015 March,13,Skimmed and Semi-skimmed milk,Million Litres,18.7
AKM02,Milk Sales (Dairy) for Human Consumption,201503,2015 March,14,Skimmed Milk,Million Litres,2
AKM02,Milk Sales (Dairy) for Human Consumption,201503,2015 March,15,Semi-skimmed milk,Million Litres,16.7
AKM02,Milk Sales (Dairy) for Human Consumption,201504,2015 April,1,All Milk,Million Litres,39.6
AKM02,Milk Sales (Dairy) for Human Consumption,201504,2015 April,12,Whole Milk,Million Litres,23.6
AKM02,Milk Sales (Dairy) for Human Consumption,201504,2015 April,13,Skimmed and Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201504,2015 April,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201504,2015 April,15,Semi-skimmed milk,Million Litres,14.4
AKM02,Milk Sales (Dairy) for Human Consumption,201505,2015 May,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,201505,2015 May,12,Whole Milk,Million Litres,26.2
AKM02,Milk Sales (Dairy) for Human Consumption,201505,2015 May,13,Skimmed and Semi-skimmed milk,Million Litres,17.6
AKM02,Milk Sales (Dairy) for Human Consumption,201505,2015 May,14,Skimmed Milk,Million Litres,2
AKM02,Milk Sales (Dairy) for Human Consumption,201505,2015 May,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201506,2015 June,1,All Milk,Million Litres,41.7
AKM02,Milk Sales (Dairy) for Human Consumption,201506,2015 June,12,Whole Milk,Million Litres,24.9
AKM02,Milk Sales (Dairy) for Human Consumption,201506,2015 June,13,Skimmed and Semi-skimmed milk,Million Litres,16.8
AKM02,Milk Sales (Dairy) for Human Consumption,201506,2015 June,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201506,2015 June,15,Semi-skimmed milk,Million Litres,14.9
AKM02,Milk Sales (Dairy) for Human Consumption,201507,2015 July,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,201507,2015 July,12,Whole Milk,Million Litres,25.5
AKM02,Milk Sales (Dairy) for Human Consumption,201507,2015 July,13,Skimmed and Semi-skimmed milk,Million Litres,17.7
AKM02,Milk Sales (Dairy) for Human Consumption,201507,2015 July,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201507,2015 July,15,Semi-skimmed milk,Million Litres,15.8
AKM02,Milk Sales (Dairy) for Human Consumption,201508,2015 August,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,201508,2015 August,12,Whole Milk,Million Litres,25.5
AKM02,Milk Sales (Dairy) for Human Consumption,201508,2015 August,13,Skimmed and Semi-skimmed milk,Million Litres,18
AKM02,Milk Sales (Dairy) for Human Consumption,201508,2015 August,14,Skimmed Milk,Million Litres,2
AKM02,Milk Sales (Dairy) for Human Consumption,201508,2015 August,15,Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201509,2015 September,1,All Milk,Million Litres,42.2
AKM02,Milk Sales (Dairy) for Human Consumption,201509,2015 September,12,Whole Milk,Million Litres,24.7
AKM02,Milk Sales (Dairy) for Human Consumption,201509,2015 September,13,Skimmed and Semi-skimmed milk,Million Litres,17.4
AKM02,Milk Sales (Dairy) for Human Consumption,201509,2015 September,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201509,2015 September,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201510,2015 October,1,All Milk,Million Litres,43.4
AKM02,Milk Sales (Dairy) for Human Consumption,201510,2015 October,12,Whole Milk,Million Litres,25.5
AKM02,Milk Sales (Dairy) for Human Consumption,201510,2015 October,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201510,2015 October,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201510,2015 October,15,Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201511,2015 November,1,All Milk,Million Litres,41.8
AKM02,Milk Sales (Dairy) for Human Consumption,201511,2015 November,12,Whole Milk,Million Litres,24.4
AKM02,Milk Sales (Dairy) for Human Consumption,201511,2015 November,13,Skimmed and Semi-skimmed milk,Million Litres,17.3
AKM02,Milk Sales (Dairy) for Human Consumption,201511,2015 November,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201511,2015 November,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201512,2015 December,1,All Milk,Million Litres,41.7
AKM02,Milk Sales (Dairy) for Human Consumption,201512,2015 December,12,Whole Milk,Million Litres,24.4
AKM02,Milk Sales (Dairy) for Human Consumption,201512,2015 December,13,Skimmed and Semi-skimmed milk,Million Litres,17.3
AKM02,Milk Sales (Dairy) for Human Consumption,201512,2015 December,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201512,2015 December,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201601,2016 January,1,All Milk,Million Litres,42.5
AKM02,Milk Sales (Dairy) for Human Consumption,201601,2016 January,12,Whole Milk,Million Litres,24.7
AKM02,Milk Sales (Dairy) for Human Consumption,201601,2016 January,13,Skimmed and Semi-skimmed milk,Million Litres,17.8
AKM02,Milk Sales (Dairy) for Human Consumption,201601,2016 January,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201601,2016 January,15,Semi-skimmed milk,Million Litres,15.9
AKM02,Milk Sales (Dairy) for Human Consumption,201602,2016 February,1,All Milk,Million Litres,41.4
AKM02,Milk Sales (Dairy) for Human Consumption,201602,2016 February,12,Whole Milk,Million Litres,24.2
AKM02,Milk Sales (Dairy) for Human Consumption,201602,2016 February,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201602,2016 February,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201602,2016 February,15,Semi-skimmed milk,Million Litres,15.4
AKM02,Milk Sales (Dairy) for Human Consumption,201603,2016 March,1,All Milk,Million Litres,43.9
AKM02,Milk Sales (Dairy) for Human Consumption,201603,2016 March,12,Whole Milk,Million Litres,25.7
AKM02,Milk Sales (Dairy) for Human Consumption,201603,2016 March,13,Skimmed and Semi-skimmed milk,Million Litres,18.2
AKM02,Milk Sales (Dairy) for Human Consumption,201603,2016 March,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201603,2016 March,15,Semi-skimmed milk,Million Litres,16.4
AKM02,Milk Sales (Dairy) for Human Consumption,201604,2016 April,1,All Milk,Million Litres,43.7
AKM02,Milk Sales (Dairy) for Human Consumption,201604,2016 April,12,Whole Milk,Million Litres,25.8
AKM02,Milk Sales (Dairy) for Human Consumption,201604,2016 April,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201604,2016 April,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201604,2016 April,15,Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201605,2016 May,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,201605,2016 May,12,Whole Milk,Million Litres,27.2
AKM02,Milk Sales (Dairy) for Human Consumption,201605,2016 May,13,Skimmed and Semi-skimmed milk,Million Litres,18.2
AKM02,Milk Sales (Dairy) for Human Consumption,201605,2016 May,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201605,2016 May,15,Semi-skimmed milk,Million Litres,16.4
AKM02,Milk Sales (Dairy) for Human Consumption,201606,2016 June,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,201606,2016 June,12,Whole Milk,Million Litres,26
AKM02,Milk Sales (Dairy) for Human Consumption,201606,2016 June,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201606,2016 June,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201606,2016 June,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201607,2016 July,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,201607,2016 July,12,Whole Milk,Million Litres,26.7
AKM02,Milk Sales (Dairy) for Human Consumption,201607,2016 July,13,Skimmed and Semi-skimmed milk,Million Litres,18
AKM02,Milk Sales (Dairy) for Human Consumption,201607,2016 July,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201607,2016 July,15,Semi-skimmed milk,Million Litres,16.3
AKM02,Milk Sales (Dairy) for Human Consumption,201608,2016 August,1,All Milk,Million Litres,45
AKM02,Milk Sales (Dairy) for Human Consumption,201608,2016 August,12,Whole Milk,Million Litres,26.8
AKM02,Milk Sales (Dairy) for Human Consumption,201608,2016 August,13,Skimmed and Semi-skimmed milk,Million Litres,18.2
AKM02,Milk Sales (Dairy) for Human Consumption,201608,2016 August,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201608,2016 August,15,Semi-skimmed milk,Million Litres,16.5
AKM02,Milk Sales (Dairy) for Human Consumption,201609,2016 September,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,201609,2016 September,12,Whole Milk,Million Litres,27.2
AKM02,Milk Sales (Dairy) for Human Consumption,201609,2016 September,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201609,2016 September,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201609,2016 September,15,Semi-skimmed milk,Million Litres,15.5
AKM02,Milk Sales (Dairy) for Human Consumption,201610,2016 October,1,All Milk,Million Litres,44.8
AKM02,Milk Sales (Dairy) for Human Consumption,201610,2016 October,12,Whole Milk,Million Litres,26.2
AKM02,Milk Sales (Dairy) for Human Consumption,201610,2016 October,13,Skimmed and Semi-skimmed milk,Million Litres,18.7
AKM02,Milk Sales (Dairy) for Human Consumption,201610,2016 October,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201610,2016 October,15,Semi-skimmed milk,Million Litres,17
AKM02,Milk Sales (Dairy) for Human Consumption,201611,2016 November,1,All Milk,Million Litres,44
AKM02,Milk Sales (Dairy) for Human Consumption,201611,2016 November,12,Whole Milk,Million Litres,26.2
AKM02,Milk Sales (Dairy) for Human Consumption,201611,2016 November,13,Skimmed and Semi-skimmed milk,Million Litres,17.8
AKM02,Milk Sales (Dairy) for Human Consumption,201611,2016 November,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201611,2016 November,15,Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201612,2016 December,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,201612,2016 December,12,Whole Milk,Million Litres,26.5
AKM02,Milk Sales (Dairy) for Human Consumption,201612,2016 December,13,Skimmed and Semi-skimmed milk,Million Litres,17.6
AKM02,Milk Sales (Dairy) for Human Consumption,201612,2016 December,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,201612,2016 December,15,Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201701,2017 January,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,201701,2017 January,12,Whole Milk,Million Litres,26.2
AKM02,Milk Sales (Dairy) for Human Consumption,201701,2017 January,13,Skimmed and Semi-skimmed milk,Million Litres,18.1
AKM02,Milk Sales (Dairy) for Human Consumption,201701,2017 January,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201701,2017 January,15,Semi-skimmed milk,Million Litres,16.3
AKM02,Milk Sales (Dairy) for Human Consumption,201702,2017 February,1,All Milk,Million Litres,40.8
AKM02,Milk Sales (Dairy) for Human Consumption,201702,2017 February,12,Whole Milk,Million Litres,24.2
AKM02,Milk Sales (Dairy) for Human Consumption,201702,2017 February,13,Skimmed and Semi-skimmed milk,Million Litres,16.6
AKM02,Milk Sales (Dairy) for Human Consumption,201702,2017 February,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201702,2017 February,15,Semi-skimmed milk,Million Litres,14.9
AKM02,Milk Sales (Dairy) for Human Consumption,201703,2017 March,1,All Milk,Million Litres,46.5
AKM02,Milk Sales (Dairy) for Human Consumption,201703,2017 March,12,Whole Milk,Million Litres,27.7
AKM02,Milk Sales (Dairy) for Human Consumption,201703,2017 March,13,Skimmed and Semi-skimmed milk,Million Litres,18.8
AKM02,Milk Sales (Dairy) for Human Consumption,201703,2017 March,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201703,2017 March,15,Semi-skimmed milk,Million Litres,17
AKM02,Milk Sales (Dairy) for Human Consumption,201704,2017 April,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,201704,2017 April,12,Whole Milk,Million Litres,26.4
AKM02,Milk Sales (Dairy) for Human Consumption,201704,2017 April,13,Skimmed and Semi-skimmed milk,Million Litres,17.4
AKM02,Milk Sales (Dairy) for Human Consumption,201704,2017 April,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201704,2017 April,15,Semi-skimmed milk,Million Litres,15.7
AKM02,Milk Sales (Dairy) for Human Consumption,201705,2017 May,1,All Milk,Million Litres,46.6
AKM02,Milk Sales (Dairy) for Human Consumption,201705,2017 May,12,Whole Milk,Million Litres,28.7
AKM02,Milk Sales (Dairy) for Human Consumption,201705,2017 May,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201705,2017 May,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201705,2017 May,15,Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201706,2017 June,1,All Milk,Million Litres,47.5
AKM02,Milk Sales (Dairy) for Human Consumption,201706,2017 June,12,Whole Milk,Million Litres,30
AKM02,Milk Sales (Dairy) for Human Consumption,201706,2017 June,13,Skimmed and Semi-skimmed milk,Million Litres,17.4
AKM02,Milk Sales (Dairy) for Human Consumption,201706,2017 June,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201706,2017 June,15,Semi-skimmed milk,Million Litres,15.5
AKM02,Milk Sales (Dairy) for Human Consumption,201707,2017 July,1,All Milk,Million Litres,44.9
AKM02,Milk Sales (Dairy) for Human Consumption,201707,2017 July,12,Whole Milk,Million Litres,27.1
AKM02,Milk Sales (Dairy) for Human Consumption,201707,2017 July,13,Skimmed and Semi-skimmed milk,Million Litres,17.8
AKM02,Milk Sales (Dairy) for Human Consumption,201707,2017 July,14,Skimmed Milk,Million Litres,2.3
AKM02,Milk Sales (Dairy) for Human Consumption,201707,2017 July,15,Semi-skimmed milk,Million Litres,15.5
AKM02,Milk Sales (Dairy) for Human Consumption,201708,2017 August,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,201708,2017 August,12,Whole Milk,Million Litres,27.6
AKM02,Milk Sales (Dairy) for Human Consumption,201708,2017 August,13,Skimmed and Semi-skimmed milk,Million Litres,17.8
AKM02,Milk Sales (Dairy) for Human Consumption,201708,2017 August,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201708,2017 August,15,Semi-skimmed milk,Million Litres,15.9
AKM02,Milk Sales (Dairy) for Human Consumption,201709,2017 September,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,201709,2017 September,12,Whole Milk,Million Litres,27.1
AKM02,Milk Sales (Dairy) for Human Consumption,201709,2017 September,13,Skimmed and Semi-skimmed milk,Million Litres,17.6
AKM02,Milk Sales (Dairy) for Human Consumption,201709,2017 September,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201709,2017 September,15,Semi-skimmed milk,Million Litres,15.8
AKM02,Milk Sales (Dairy) for Human Consumption,201710,2017 October,1,All Milk,Million Litres,45
AKM02,Milk Sales (Dairy) for Human Consumption,201710,2017 October,12,Whole Milk,Million Litres,27.3
AKM02,Milk Sales (Dairy) for Human Consumption,201710,2017 October,13,Skimmed and Semi-skimmed milk,Million Litres,17.7
AKM02,Milk Sales (Dairy) for Human Consumption,201710,2017 October,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201710,2017 October,15,Semi-skimmed milk,Million Litres,15.8
AKM02,Milk Sales (Dairy) for Human Consumption,201711,2017 November,1,All Milk,Million Litres,44.2
AKM02,Milk Sales (Dairy) for Human Consumption,201711,2017 November,12,Whole Milk,Million Litres,27
AKM02,Milk Sales (Dairy) for Human Consumption,201711,2017 November,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201711,2017 November,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201711,2017 November,15,Semi-skimmed milk,Million Litres,15.3
AKM02,Milk Sales (Dairy) for Human Consumption,201712,2017 December,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,201712,2017 December,12,Whole Milk,Million Litres,27.1
AKM02,Milk Sales (Dairy) for Human Consumption,201712,2017 December,13,Skimmed and Semi-skimmed milk,Million Litres,17.3
AKM02,Milk Sales (Dairy) for Human Consumption,201712,2017 December,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201712,2017 December,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201801,2018 January,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,201801,2018 January,12,Whole Milk,Million Litres,27.7
AKM02,Milk Sales (Dairy) for Human Consumption,201801,2018 January,13,Skimmed and Semi-skimmed milk,Million Litres,17.7
AKM02,Milk Sales (Dairy) for Human Consumption,201801,2018 January,14,Skimmed Milk,Million Litres,2
AKM02,Milk Sales (Dairy) for Human Consumption,201801,2018 January,15,Semi-skimmed milk,Million Litres,15.7
AKM02,Milk Sales (Dairy) for Human Consumption,201802,2018 February,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,201802,2018 February,12,Whole Milk,Million Litres,26.6
AKM02,Milk Sales (Dairy) for Human Consumption,201802,2018 February,13,Skimmed and Semi-skimmed milk,Million Litres,16.8
AKM02,Milk Sales (Dairy) for Human Consumption,201802,2018 February,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201802,2018 February,15,Semi-skimmed milk,Million Litres,14.9
AKM02,Milk Sales (Dairy) for Human Consumption,201803,2018 March,1,All Milk,Million Litres,46.8
AKM02,Milk Sales (Dairy) for Human Consumption,201803,2018 March,12,Whole Milk,Million Litres,28.5
AKM02,Milk Sales (Dairy) for Human Consumption,201803,2018 March,13,Skimmed and Semi-skimmed milk,Million Litres,18.2
AKM02,Milk Sales (Dairy) for Human Consumption,201803,2018 March,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201803,2018 March,15,Semi-skimmed milk,Million Litres,16.3
AKM02,Milk Sales (Dairy) for Human Consumption,201804,2018 April,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,201804,2018 April,12,Whole Milk,Million Litres,27.2
AKM02,Milk Sales (Dairy) for Human Consumption,201804,2018 April,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201804,2018 April,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201804,2018 April,15,Semi-skimmed milk,Million Litres,15.3
AKM02,Milk Sales (Dairy) for Human Consumption,201805,2018 May,1,All Milk,Million Litres,47
AKM02,Milk Sales (Dairy) for Human Consumption,201805,2018 May,12,Whole Milk,Million Litres,29.1
AKM02,Milk Sales (Dairy) for Human Consumption,201805,2018 May,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201805,2018 May,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201805,2018 May,15,Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201806,2018 June,1,All Milk,Million Litres,43.9
AKM02,Milk Sales (Dairy) for Human Consumption,201806,2018 June,12,Whole Milk,Million Litres,26.8
AKM02,Milk Sales (Dairy) for Human Consumption,201806,2018 June,13,Skimmed and Semi-skimmed milk,Million Litres,17
AKM02,Milk Sales (Dairy) for Human Consumption,201806,2018 June,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201806,2018 June,15,Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,201807,2018 July,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,201807,2018 July,12,Whole Milk,Million Litres,26.6
AKM02,Milk Sales (Dairy) for Human Consumption,201807,2018 July,13,Skimmed and Semi-skimmed milk,Million Litres,16.9
AKM02,Milk Sales (Dairy) for Human Consumption,201807,2018 July,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,201807,2018 July,15,Semi-skimmed milk,Million Litres,15.1
